name,reviews.rating,reviews.text,reviews.title
hyatt house seattle/downtown,5,staff was very friendly and especially helpful. included breakfast was better than most hotel breakfasts. location is right at the foot of the space needle. public transportation (monorail and buses) were within a block of the hotel. the room had a refrigerator and microwave.,hyatt house
hyatt house seattle/downtown,5,"i took my 26 year old daughter for a birthday mini 5 day vacation to seattle. from the amazing warm staff , the beautiful suite with refrigerator, microwave, couch lounge area and two queen beds wow so well done! the staff at the front desk were all amazing and gave us great ideas to have a fun vacation even offering us ideas for free museum visits on thursdays. the breakfast and adorable chefs were so accommodating and wonderful omelettes also great variety of fruit, yogurts cereals and many other delightful treats! oh also free shuttle around 1 mile radius but able to walk and uber everywhere as well! top notch managing, customer service and a fun and amazing place to visit! we are from san diego and the rain and snow was a welcome change and absolute delight as many things inside but a change for us as well. do not miss snoqualmie falls( rent car from avis walking distance from hotel) for the day! also chihuly glass gardens so beautiful walking distance from hotel! thank you for an unforgettable trip camille, matt, spring, scotty, gregory , jen and anyone else we left out that works for the hotel! jl","beautiful room, incredible staff and amazing customer service!"
hyatt house seattle/downtown,3,"visiting seattle with my partner for an overnight stop on our trip down the west coast en route to california. the hotel check in staff were immediately unhelpful. i don't like the complexity of the car park and how badly sign posted it is. they should make provision for some limited parking whilst you check in but instead they leave you parked in front of the gate in limbo whilst someone in the party runs in to sort it. the room itself - a king on the 4th floor with views of the space needle - was large and comfortable with a good bed. the bathroom was, perhaps, a little basic - the toilet looked very down market and the shower had very poor pressure. some nicer quality toiletries would also be a nice touch at 400/night. that said, we both slept well - though both found the air con to be unnecessarily noisy. the microwave display is also so bright that i got up to unplug it so we could sleep. we aren't the types to need pitch black and silence to sleep but it's almost obnoxiously bright and a discernible blue hue is visible even with closed eyes. not good enough. the automatic blinds are a nice touch, however. breakfast was awful but checkout smooth. all in all.. meh.bhunjan,thank you for taking the time out of your schedule to complete this review regarding your recent stay at the hyatt house seattle downtown. please know that your feedback is extremely valuable to us and we will utilize your response by continuing to focus on making each and every guest experience the best it can be. we hope to be of service to you in the future.sarah junge",pretty average
hyatt house seattle/downtown,5,"first off- you are *literally* across the street from the needle! you actually couldnt be closer. also to the chuhuly and mopop museums and the monorail. it was a great place to be based, a 15 minutes walk to pikes place. the room has a kitchenette with a full-size fridge/freezer. a two burner electric cooktop, pans and plates and flatware provided. we had a corner room by the monorail but didnt hear anything. had a little living area with a couch. more than enough room for two people. the breakfast was included and was great! made to order omelettes, yogurt, french toast, etc, etc. it was great to be able to cook for when you didnt feel like going out- though there is plenty right nearby! super comfy beds and nice blackout curtains. highly recommend!thank you for sharing your experience with us. i am very glad that you chose to make us your home base for your seattle adventure. please come back and see us again soon!","great location, great stay"
hyatt house seattle/downtown,1,"i entered the room with an overlook of the gas station next door, which was ok however the homeless guy that hung out and got drunk all weekend was the worst. i not only had to hear him from my room , but when i left the hotel to get something from the store i had to deal with him as well. it is clear the hotel cares for the front end of the building but won't deal with that back. not worth the stay.dear johntraveler1980,thank you for staying with us at the hyatt house seattle downtown. i genuinely apologize for the trouble you experienced at our hotel and appreciate the time you took to write this review. please know we continue to strive to meet all of our guests needs and expectations. please know the items brought to our attention are being addressed with the seattle police department. in the future, we hope you will give us another try and find your stay much improved to the last.sarah junge",worst homeless in the alley ever
hyatt house seattle/downtown,5,"the hyatt house is just steps away from great attractions such as the space needle, chihuly glass and garden, and the emp museum. the room was spacious and had a refrigerator and microwave. the hotel has a great rooftop lounge area with comfortable seating, firepits, and a beautiful view of the surrounding area. the free breakfast was delicious and included a good variety of food including made to order omelets, fruit, juices, etc. the only downside here is that the parking is a bit expensive and the lot itself is small and spaces are very tight. other than parking, i highly recommend this hotel.",perfect location
hyatt house seattle/downtown,4,"this was a great location and a short walk to see a concert at key arena. the rooms were nice and beds comfy. spacious shower. the breakfast was very good, buffet with lots of options and made to order omelets. the only negative would be the hotel bar. service was sub par. the bartender awkward and not attentive. took 40 mins to get our food and we were the only ones who looked like we were eating. we were never checked on. looked like a lot better places around the stadium to eat so stay at the hotel and avoid the bar/restaurant.",great location for concert at key arena
hyatt house seattle/downtown,1,"service, food and staff are the worse! what more can i say!!!the front desk staff was completely worthless, had no knowledge of any questions i asked! no bar as advertised! homeless people on the sidewalk of hotel. felt like i was in the wrong neighborhood for sure. don't stay there unless you want a dirty room and no service!",don't stay there!!!!!
hyatt house seattle/downtown,5,"very nice pleasant stay... really enjoyed the hotel and the staff were friendly.. room plenty of space and it was quiet outside.. could not hear monorail.. great... worth the price.... the breakfast is good as well. great value ........ front desk staff all very helpful. i would return to this hotel again for sure.dear susandy7842gy,thank you for completing our a tripadvisor review regarding your recent stay at our hotel and i am happy to hear that our location and helpful staff helped make your stay great! please know that your feedback is extremely valuable to us and we will utilize your response to make every guest experience the best it can be. i greatly appreciate your kind words and they will be celebrated with the entire team. if i can be of any assistance to you, please contact me directly. we look forward to being of service to you in the near future. we thank you for your business! sincerely, jonathan",great
hyatt house seattle/downtown,5,"my teenage daughter had a dance across the emp and this was literally across the street ! the view is amazing and the place was very chill and for a hotel chain, it felt like a local neighborhood place as everyone at the front desk were so friendly and helpful particularly a shout out to the shy and very sweet matthew. they do have things you can borrow from weight scale to clothes steamer, but only a handful so it's usually checked out. parking downstairs but they have a 24 hour shuttle that can take you around town.petitejetsetter,it was a pleasure accommodating you recently at the hyatt house seattle downtown and we sincerely appreciate the glowing review! i have shared your feedback with the team (highlighting matthew) regarding your experience and will strive to make sure we are exceeding all of our guests expectations. please let us know when you visit next as we look forward to having you as our guest!sarah junge","great location, great hotel, and just amazing hospitality"
hyatt house seattle/downtown,5,"every employer that i met at hyatt was incredibly helpful and friendly, especially the the chef who made the omlettes in the morning (delicious, by the way), mahdi, and the front desk people. i got put in here as part of corporate housing for an internship and was not sure what to expect but i couldn't have asked for a better experience.dear 373jkim,thank you for choosing to stay at hyatt house during your recent trip to seattle and for taking the time to share your experience on tripadvisor. we are thrilled to hear that you created wonderful memories at our beautiful hotel. i will pass on your kind words to the staff, they will be bursting with excitement to know they made a difference. we are always trying to leave our guests with lasting memorable experiences. please let us know when you plan on retuning to seattle as we would love to you welcome you as our guest again!sincerely, sarah junge",awesome 3 week stay
hyatt house seattle/downtown,4,"we stayed here five nights. will stay again.the room was nice with a dinning area and small lounge with kitchen ( full size fridge, stove top, dish washer and pots and pans etc ) which helped as we bought so much food from the pike place market. we have two queen beds with a sofa bed. room was clean and bright, shower has high water pressure, beds were comfortable.the location is perfect to use the monorail. it is just less than 5 mins walk from the monorail station at seattle centre. the hotel has a downtown shuttle within a one mile radius which include pike place market but it is always very busy and require booking and often long wait.breakfast was included it was pretty good for complimentary breakfast, with omelet station, fruit juice, pancake, fruits etc.the small things that make it not deserving of a perfect score was 1) the very poor wifi, 2) the breakfast was always busy with long queue and no seats 3) only two lifts for such a full capacity hotel hence long wait 4) staffs rarely ever smile and not very helpful - we asked for a shower cap and have had to call twice and went down to reception in person once before we finally get it and about one hour later. however we understand that it was because the hotel was very busy. the only staff who made us feel welcome and went out of his way to get a taxi for us was wayne - thank you!",nice hotel and happy stay but service can be improved
hyatt house seattle/downtown,5,"hotel location is excellent. free breakfast is good/great and generous. staff were amazingly friendly and accommodating. would stay here again in a heartbeat. we had a room facing the space needle, which was a great bonus (request it at check in, if you can). getting the city pass was a great bonus, as most of the attractions are literally across the street. monorail station is in seattle center and connects to light rail, so you can go to and from the airport in about 30-45 minutes. very easy.stevenci5388rf,thank you for choosing to stay at hyatt house during your recent trip to seattle and for taking the time to share your experience on tripadvisor. we are thrilled to hear that you created wonderful memories throughout seattle and utilized the amenities within our beautiful new hotel. i will pass on your kind words to the staff, they will all be bursting with excitement knowing they made a difference. we are always trying to leave our guests with lasting memorable experiences. please let us know when you plan on returning to seattle as we would love to you welcome you as our guest again!sarah junge","great value, great location"
hyatt house seattle/downtown,2,the hotel is new and the rooms are very nice butthe waiting time for the elevator in the morning can be up to 20 minthe que for breakfast is so long and you cant even get a seatno poolrooftop is closed in winterthe free shuttle bus... you need to wait from 30-45 min for 5 min drive and 15 min walkhouse keeping do very little - room was not cleaned as expected when you call the reception it takes 5-10 min to be answered,great location lousy service
hyatt house seattle/downtown,4,"this is a long-term stay hotel, so our room came with a kitchenette and small living room with a sofa and coffee table. we only stayed there for three nights, so didn't make use of the extra space, but it was nice to have room to move around. the reception desk was helpful and friendly. breakfast was great, but skip the omelet bar. the line was too long, and it took forever. there were plenty of other options available (cereal, fruit, pastries, potatoes, eggs, oatmeal...). the complimentary shuttle was great for sightseeing. we took it to pike place and downtown saved on taxis and uber. housekeeping could be more attentive, but since our stay was brief and we're not slobs, it was fine. can't beat the location - literally across the street from the space needle and chihuly.mistybunny,thank you for staying with us next to the space needle! we love our incredible location and are ecstatic that you felt the same way. as one of the newest members to the hyatt family, we are more than appreciative of your feedback and am glad to see you enjoyed your stay. we pride ourselves on our guest satisfaction and hope to see you again soon in the near future.sarah junge","roomy rooms, great amenities"
hyatt house seattle/downtown,5,great hotel neat and tidy close to attractions mono rail at door srep and space needle acroos road g react bfast although a little hectic could do with more front office starr as often on phone rather than answering customers at counter highlt recommend though,great hotel neat n tidy
hyatt house seattle/downtown,4,"we stayed at the hyatt house for five days at the end of june, a scant two weeks after the hotel opened. it is located on fifth street and fronts seattle center.room: the room was well designed. it is designed for longer stays and thus has some basic utensils, cook top and dishwasher. we didn't do any cooking but it was convenient to have a freezer compartment that actually worked. we availed ourselves of some ice cream from downstairs and kept the remainder in the freezer for the next night. the bed was very comfortable, better than most hotels. the shower was large. we saw some electronic controls on the wall that simply said my. it turned out that they were for the electric blind controls on the windows. it seemed to us that travelers shouldn't have to guess what controls in a room do. they should be labeled. this is a small complaint for a room that otherwise was well designed and quiet. we slept well here.internet: i tested the up and download speeds and got 33 megs down and almost the same speed for upload. very good internet function and was easy to logon.housekeeping: we did not get any housekeeping one night and on another a harried housekeeper who was supposed to get off at 4 pm knocked on our door at 830 pm and asked if we needed service. they seem to be short of housekeepers and it struck us that they are asking the housekeepers to do too much. i suspect that they are not paid enough either. morning breakfast: the breakfast was quite good. we often stay at the hampton inn down the street and the food here was much better quality. you even get real scrambled eggs here versus egg food. the juices were good and cold. they have an innovative cooling table that all of the juices sit on and it worked well. the design of the eating area could be improved. sadly, now that this hotel is open it will be unlikely that changes will be made. they store the plates overhead in the middle of the buffet line. it is an awkward place to have them and would be difficult to access for shorter customers. the buffet line area is too narrow. when people are on the omelet side they often bump into the people on the other side. this seems like an odd oversight. you would think architects for hyatt would have this down by now. overall though, the food was quite good and included in the price of the room.hotel design: the main lobby area is quite pleasing to look at and use. there are ample chairs with modern design and were quite comfortable. the check in desk was ok but i often wonder why they make their staff stand all day. hyatt could take a cue from hilton hotels in this regard. the snack kiosk next to the check in desk was well stocked and we used it several times. the hotel elevators are inadequate. they only have two elevators. there often were lengthy waits, particularly on the weekend when the hotel was fully booked. this is another flaw that can't be remedied and it is a surprise again that the architect failed so badly on this item. there is only one elevator that goes to the parking garage, the one on the left, again a miss. the garage is oddly designed, probably because the hotel is on a triangularly shaped lot. even though we had a compact car, the parking spaces are far too narrow making it difficult for parking and getting in and out of your vehicle. you also have to make a 90 degree turn to either enter or exit the garage, this is after you descend the steep entry. there are some large bolts protruding from the card reader mount at the bottom of the garage entrance. since you have to make a sharp turn on leaving i can see that someone with a larger vehicle may run over one of these and puncture a tire. fortunately for seattle, it snows infrequently, but i could see where some blowing snow could drift down into the very steep parking garage entrance. someone entering could then slide all the way to the bottom where they would hit the roll up door.staff: the staff were pleasant and helpful. they looked fatigued and understaffed. i suspect this will improve as the bring more employees on board. we saw one manager who was on duty all day and was there at least until 10 pm when we walked through the lobby. he was there again the next morning when i left the hotel at 0800.miscellaneous: they accept dogs here. there is a 75 charge per stay. this seems steep if you only stay for one night. we had no problems with our golden retriever and it was conveniently close to the seattle center for dog bathroom breaks. pickup bags are available on the street. summary: we would likely stay here again when we visit seattle. i suspect the start up problems will be resolved soon. the morning breakfast was quite good but they need to resort things so that access is better. the rooms overall were great, well designed and comfortable. the staff are harried, hopefully they will have an adequate number of employees soon. the hotels in seattle seem very highly priced. our room was 254 and i see now that the rate has risen to 400 per night. enjoy your stay in seattle, this is a hotel you would be very comfortable staying at!dear thomas k,thank you for choosing to stay at hyatt house during your recent trip to seattle and for taking the time to share your visit on tripadvisor. we are thrilled to hear that you created wonderful memories throughout the city and in our beautiful new hotel. first and foremost i would like to apologize on behalf of the hotel and staff for the inconveniences you encountered during your recent visit. please know this is extremely important and a large focus for me and my management team. these items are certainly and being addressed with each department as we speak. we are always trying to leave our guests with lasting memorable experiences. please let us know when you plan on retuning to seattle as we would love to you welcome you as our guest again!sincerely, sarah junge",a new property with some good possibilities
hyatt house seattle/downtown,5,"great hotel. amazing location! right across from all the top sights museums. quick walk to the market! the fridge in the room could be bigger but everything else was great. nice, clean, new hotel. free breakfast buffett was a great bonus!",great location! great hotel!
hyatt house seattle/downtown,5,"i have to first say, i have been staying in just about every hyatt in the u.s. but the staff at the hyatt house is hands down the best !!! i came in for business training. and on the 2nd day my car broke down, after the stress with aaa. mind you, the hotel staff picked me up, even gave me a ride to pick up my car!! look i have seen far and beyond going out of the way...but they gave me a peace of mind. and even took the price off the parking!! i mean they didn't have to, it was not their problem. but took the time to help a guest out... on top of that, you can't beat a better view to sleep with than a view of the space needle. just want to say this is a great place a home from home why i keep coming back !!! great job gals/guys and thank you! dear kaylangerardw,thank you for completing a tripadvisor review regarding your recent stay at our hotel. please know that your feedback is extremely valuable to us and we will utilize your response to make every guest experience the best it can be. i am glad to hear that you and your enjoyed our staff and felt like home to you! we greatly appreciate your 5 star review it will be celebrated with the hotel. sorry about your car issues, but i am glad that we would help with that stress. if i can be of any assistance to you, please contact me directly. we very much appreciate your business and hope to see you again hopefully soon! sincerely,jonathan",felt better than home !!!
hyatt house seattle/downtown,5,"i've stayed at hyatt house seattle during the spring break. my family really enjoy the stay there. i would strongly recommend people with kids to stay in this hotel because of the convenient location. it is right next to the space needle, emp museum and the chihuly garden museum. ride the ducks of seattle office is right across the street from the hotel, so, we were able to also join the tour conveniently right after our visit at the playground right next to the emp. it is a very fun playground for kids. the breakfast is good at the hotel. so, next time you go to seattle, hyatt house should be one of your choice.osaka2010,thank you for staying with us next to the space needle! we love our incredible location and are ecstatic that you felt the same way. as one of the newest members to the hyatt family, we are more than appreciative of your feedback and am glad to see you enjoyed your stay. we pride ourselves on our guest satisfaction and hope to see you again soon in the near future.sarah junge",very convenient. excellent location
hyatt house seattle/downtown,5,"we spent a few nights in this hotel. it was clean and comfortable. right across the street from the space needle and chihuly museum, both worth a visit. the monorail can take u toward pikes place and some shopping. the pacific place mall and more. there was a parking lot charging 25 a night. there is a nice breakfast. there is a van shuttle that will take 1 mile distance from the hotel and very convenient even if you have a car. chana100,we are sincerely appreciative of your complimentary remarks on your experience at the hyatt house seattle downtown. i have shared your feedback with the team as we pride ourselves on the things we do right and how we can continually improve. safe travels we hope to see you again while visiting the area!sarah junge",visiting seattle
hyatt house seattle/downtown,3,"i really enjoyed the room and vibe at the hyatt house in seattle. it was a great hotel to chill out and get work done. we were able to work all day during a rainstorm and the room was comfortable and large enough for 2 people to never cross paths while working.my only complaint is that they checked me out early before my guest was ready and they woke him up and interrupted him 9 times between the time i left and he checked out. upon calling the hotel, the staff was very apologetic and gave him a nice bottle of wine to compensate for the miscommunication.",great hotel but with some hiccups
hyatt house seattle/downtown,5,"the hyatt hotel in downtown seattle is perfect in so many ways. first of all, it's location is literally across the street from the space needle, chihuilly gardens and the science museum. the hotel itself is so modern in design and the suites are so large and comfortable, containing a sitting area, a full kitchen, a bedroom and a full bath. could easily stay here for a long stay. the staff is extremely customer oriented. the complimentary breakfast buffet, included an omelette bar, was delicious. this hotel was perfect!dear 444diane,thank you very much for taking the time out of your day to write a review about your stay with us. we appreciate all the feedback we get and use it to better our hotels operations. i am very happy to hear that you found our hotel terrific and the hotels location, design and breakfast options and set up. i will share with the staff your kind words as i know they will appreciate them. we know you have many choices of hotels to pick from here in seattle so we thank you for choosing hyatt house. we hope to host you again in the near future. we do appreciate your business! sincerely,jon",terrific hotel in downtown seattle
hyatt house seattle/downtown,5,"i have to first say, i have been staying in just about every hyatt in the u.s. but the staff at the hyatt house is hands down the best !!! i came in for business training. and on the 2nd day my car broke down, after the stress with aaa. mind you, the hotel staff picked me up, even gave me a ride to pick up my car!! look i have seen far and beyond going out of the way...but they gave me a peace of mind. and even took the price off the parking!! i mean they didn't have to, it was not their problem. but took the time to help a guest out... on top of that, you can't beat a better view to sleep with than a view of the space needle. just want to say this is a great place a home from home why i keep coming back !!! great job gals/guys and thank you! dear kaylangerardw,thank you for completing a tripadvisor review regarding your recent stay at our hotel. please know that your feedback is extremely valuable to us and we will utilize your response to make every guest experience the best it can be. i am glad to hear that you and your enjoyed our staff and felt like home to you! we greatly appreciate your 5 star review it will be celebrated with the hotel. sorry about your car issues, but i am glad that we would help with that stress. if i can be of any assistance to you, please contact me directly. we very much appreciate your business and hope to see you again hopefully soon! sincerely,jonathan",felt better than home !!!
hyatt house seattle/downtown,5,"great, great, great hotel!!! excellent location... steps from the space needle and mopop museum. free shuttle to take you to seattle harbor area and pike place market. near many great restaurants and coffee shops. good hot breakfast every morning. staff was super friendly and room was very nice, clean. lobby bar with daily happy hour (3 drafts!) and gas-heated rooftop lounge was a nice, unexpected surprise! not the cheapest hotel in seattle but very central, close to everything and we saved with the free shuttle and uber. whole family gave it an a+!",great hotel in a great location!
hyatt house seattle/downtown,5,"the hotel was clean and new looking. great location with hearty breakfast. coffee served all day for free and shuttle service available for close by excursions. rooftop views were great. staff was knowledgeable and helpful. i would stay again. right across the street from space needle was perfect. dear heidbz5966pw, thank you for taking the time out of your day to write a trip advisor review of the hyatt house seattle. we are very happy hear we were a great surprise and that you enjoyed our location and roof top. i will pass on to the staff your kind words. we are happy that you would stay with us again. we appreciate your business,warm regards,jonathan",great surprise
hyatt house seattle/downtown,4,"good breakfast. responsive front desk. comfortable rooms, especially the one bedroom. excellent location. lots of attractions and restaurants to go to, all within walking distance. also within walking distance of businessessaves on taxi fare.robertacj6657gm,we are sincerely appreciative of your complimentary remarks on your experience at the hyatt house seattle downtown. i have shared your feedback with the team as we pride ourselves on the things we do right and how we can continually improve. safe travels we hope to see you again while visiting the area!sarah junge","convenient to business destination, save on taxifares"
hyatt house seattle/downtown,3,"as another reviewer wrote a pro - con list, i have a similar list. we had a suite with 2 queen beds and a pullout couch. travelling were 2 adults, a 15 yr old and a 12 yr old.pros:1. very large rooms2. free wifi service3. free daily breakfast with very good selections and omelet station4. slightly larger than bar fridge in the rooms with coffee maker, dishwasher, utensils, plates, pots, microwave.5. across the street from mcdonald's.6. 5 min walk from qfc market7. across the street from space needle, emp museum8. helpful and courteous staff9. large flat screen tv with good selection of channels.10. free shuttle to locations within 5 min of driving11. we got a good view of the seafair parade as it went by the hotel.12. 6-7 min walk to several casual restaurants cons:1. parking is expensive, 30 usd/day (after taxes)2. you only have access to the parking lot from one of two elevators. the elevator has an entrance and a control panel on each side. you need your room key to operate it but only one side of the elevator has a sensor. 3. if you don't want to take the elevator (because there is always a long wait in the morning with people checking out and wanting to eat the free breakfast) you can't take the stairs even if you're on the 2nd floor as it is used only as an emergency exit and goes outside and not to the lobby. also the exit door is alarmed. 4. housekeeping didn't come clean our room until after 5 everyday which was annoying when you just want to relax if you've been out for the day.5. they only give you 1 small bottle of shampoo and conditioner unless you request more.dear oombellathank you for taking the time out of your schedule to complete this review regarding your recent stay at the hyatt house seattle downtown. please know that your feedback is extremely valuable to us and we will utilize your response by continuing to focus on making each and every guest experience the best it can be. we hope to be of service to you in the future.sarah junge",pretty good but not the best
hyatt house seattle/downtown,3,"overall, decent hotel to stay in. the kitchen didn't live up to expectations. the shuttle service was not very convenient. but it was close to a lot of attractions. we were able to see the space needle from our bedroom, and were within walking distance to many forms of transportation.dear danielle c, thank you for completing a review on tripadvisor regarding your recent stay at our hotel. please know that your feedback is extremely valuable to us and we will utilize your response to make every guest experience the best it can be. i greatly appreciate your observations on the shuttle service and kitchen. we will work to improve these amenities to better suit our guests needs. i hope that you had a great honeymoon and we hope to see you in the future!! if i can be of any assistance to you, please contact me directly!sincerely,jonathan",honeymoon trip
hyatt house seattle/downtown,2,"while the hotel is clean and in an excellent location, you will not get a good night's sleep here if you have neighbors above you who need to fulfill their 10,000 daily steps in the middle of the night. of the four nights we stayed here all four nights were full of different neighbors above us who for some reason need to walk back and forth around their room all night long, banging cabinets, doors, etc. complaints to the house host were not helpful at all. we never got a decent night sleep here. also, don't believe the shuttle stuff. we tried every day to get one, first being told just call 10 mins before you need one, then told you must come downstairs in person and wait, and oh by the way it would be a 40 min wait (when the shuttle only goes a 1 mile radius i do not understand). never was able to get a shuttle the entire time we were there. the staff at the morning buffet were wonderful, friendly, but the hot food was not hot, the selection was small. and lastly, take the stairs. the elevator is s-l-o-w. we often waited more than 5 minutes. i would not stay here again, mostly because of the noise factor.hello, julie!thank you for taking the time to share your experience with us. we are sorry to hear that you did not get a good nights sleep - that's the exact opposite of what we are shooting for! noise complaints are relatively uncommon for us, and we will investigate a bit to see if anything can be done about the particular room you stayed in. i am sorry too to hear of your experience with the shuttle. i know it seems crazy, but with traffic sometimes a shuttle run for several passengers within a mile can take much longer than expected. it sounds like we could have done a much better job communicating with you though. we appreciate the feedback and will certainly use it as a training opportunity internally. thank you again and we hope to have the chance to serve you again - with a good nights sleep!","be forewarned, ceilings are thin... you will hear neighbors"
hyatt house seattle/downtown,5,"spent three nights at hyatt house seattle with family, hotel was perfect and staff were amazing. modern decor, spacious rooms and perfect location. walking distance to many sights, amenities and shopping. will definitely be back!",perfect location and hotel for family weekend in seattle!
hyatt house seattle/downtown,4,"hotel was exemplary - apart from the food options the food really lets your hotel down - the choices variety were appalling - doughnuts for breakfast burgers pizzas for dinner - there needs to be more varietygene p,thank you for choosing to stay at hyatt house during your recent trip to seattle and for taking the time to share your experience on tripadvisor. we value the feedback from our guests and are always striving to improve our guests stay. please let us know when you return as wed love to welcome you back as our guest.sarah junge",hyatt house seattle review
hyatt house seattle/downtown,2,"we stayed at the hyatt house because it was convenient to the emp, as we were taking a vocal workshop. the room had greasy fingerprints all over the microwave, chairs around the bar were askew, and the shower was dirty with large spots of soap scum all over it. we called the front desk and they asked if they could clean it the next day! we said, no, we are checking out then and want to take a shower in the morning. they said they would send someone up. i pulled back the covers on the bed to make sure the sheets had been changed and there was a plastic wrapper and a dirty wash rag. needless to say, we went downstairs and said, please put us in another room. the next room was not very clean either, but better than the first one.kimbrleedo,feedback from our guests is very important to us and we appreciate the detailed concerns. we strive to exceed all of our guests expectations and know we still have some work to do. please know this is extremely important to me and i'm working with my executive housekeeper to correct any issues. please let us know if there is anything we further assist with - we look forward to another opportunity to serve you in the future.sarah junge",poor housekeeping
hyatt house seattle/downtown,4,"we stayed here thursday, march 24, 2016, in a king view room and would definitely stay again (and i look forward to the opportunity to do so). first, the location is great. we were there for a concert at key arena so it was wonderful getting out of a show at midnight knowing we only had to walk about a block back to our hotel.our room was on the fifth floor (509) with a view of the space needle emp. the kitchen had a center bar with two chairs a small sink dishwasher stovetop microwave and mini-fridge/freezer. in addition, it was stocked with all the basics (including pots, pans cutlery strainer grater dish soap paper towels and towel). there were also containers for recycling.the sectional in the separated living area was quite comfy, and the tv could be turned for viewing either there or from the bed area. our bed was comfortable with ample pillows and a spare with another blanket in the closet (as well as an ironing board). the shower was large with a large shower head. in addition, there were ample outlets, places to set luggage etc., and a few non-standard wall hangings. we just stayed overnight, but i can see it being a perfect spot for longer stays.one thing we both commented on more than once was how quiet it was - whatever soundproofing efforts hyatt made, they really paid off. if we didn't know we were in a busy hotel on a busy city street, we would've never guessed by the lack of external sounds. the only noise we heard was whatever we made ourselves. throw in the light blocking shades they had it makes for a great night's sleep.there is self-parking there for 25/night (close to 30 after tax is added), but i thought that reasonable for a full afternoon to late morning parking across from the seattle center (mine started at 2:00 p.m. when i checked in as i was able to get an early check in and ended about 11 a.m. when we left - although check out is a nice comfortable noon).we didn't get chance to try the bar although it looked comfortable and the menu looked good so i'd like to the next time. the free breakfast set up is in the same area, but we also didn't take advantage of that. here's a few minuses (and i consider them very minor and they definitely wouldn't keep us from staying again as the pluses way outweigh the nitpicking below):we noticed a fitness room as we walked to dinner, although we didn't have chance to use it. it did have glass windows out onto 5th ave, however, which would be a bit too public for my style.there are only two elevators, and they can be a bit slow. when we went to check out, we checked both elevators on the 5th floor, but neither had garage access (of course, maybe we missed it in one, but we both commented it was weird and had waited for the 2nd one when we discovered the first didn't have it - only to be surprised the second didn't either - again, maybe we're idiots :). anyway, we had to take one elevator to the lobby, get off, wait for the second, then get that one to the garage.also, our keys worked everywhere, just not in the elevator the first few times (another woman riding with us had the same issue - we got lucky when others got it so we could get to our floor once they activated it). anyway, i stopped to ask the front desk, and the trick is to hold it not swipe it. after that we didn't have any problems.that's one of the minuses, though, i thought the front desk staff, although very friendly and professional, could've given just a bit more thorough information at check in (like check in/out times how to use the card in the elevator how to manage the luggage carts where amenities were, etc.). the loading zone out front was full when i went by the first time, so i had to circle the block a couple times (which can be tricky in that area - especially since you're not supposed to take a right at fifth denny which would make it truly annoying if you didn't decide you didn't see that no-right sign - just sayin'). the luggage carts were there in the entry on 5th ave but none were in the parking area. i thought about unloading having them hold my cart/luggage till i was parked, but i didn't see a ramp down to the loading zone on 5th (maybe there is one but i just didn't catch it). so, i just made two trips carrying stuff rather than one to go up get the cart, bring it down, take it up bring it back down. it would be nice if there was a better setup than that. my other hotel bug-a-boos, and this isn't just here but other places i've recently been, there's only one caffeinated coffee package in the room (and two de-caffeinated). i know i could go down to the breakfast area for coffee, but we slept late. thank goodness my spouse doesn't drink coffee. the other bug-a-boo is low-flow shower heads. i know, i know, it's the good thing to do, but it's so disappointing to have a salad plate sized shower head only to find it lacks shower power. the bottom line is that hotels in downtown seattle aren't cheap, and we found this hyatt to be a great value for the money spent. overall, we had a great time that night and in no small way the hyatt contributed to our enjoyable evening. we will definitely stay again.kimbb418,thank you for choosing to stay at hyatt house during your recent trip to seattle and for taking the time to share your experience on tripadvisor. we are thrilled to hear that you created wonderful memories throughout seattle and utilized the amenities within our beautiful new hotel. i will pass on your kind words to the staff, they will all be bursting with excitement knowing they made a difference. we are always trying to leave our guests with lasting memorable experiences. please let us know when you plan on returning to seattle as we would love to you welcome you as our guest again!sarah junge",sound sleep sound choice
hyatt house seattle/downtown,5,the hotel is only 1 1/2 years old. modern rooms with kitchen and living room. the one we had looked at the space needle which was across the road. the staff were excellent. a free breakfast buffet with a large selection. only thing that were negative was there was no pool and you could hear the people upstairs. however when we complained about the noise the staff did something about it. would go back for sure.,really nice hotel with great location
hyatt house seattle/downtown,4,right next to seattle center and the rooms were great. the gym was small. enough for small weight and cadio. but no heavy weights. elevators were slow since there were only two. great breakfast for free.,can't beat location
hyatt house seattle/downtown,5,"this hotel was wonderful. the staff was excellent and even though we had a car, we never used it due to the location in the downtown area and the shuttle that took us to the other places we wanted to go. we would definitely stay here again and recommend it to our friends.robert s,thank you for choosing to stay at hyatt house during your recent trip to seattle and for taking the time to share your experience on tripadvisor. we value the feedback from our guests and are always striving to improve our guests stay. please let us know when you return as wed love to welcome you back as our guest.sarah junge",restful time in seattle
hyatt house seattle/downtown,5,"the location next to the space needle, the vibrant colors in the interior, the complimentary breakfast, a full equipped kitchenette and above all the courteous staff- what could one ask for more. brilliant in all aspects.raj shankar g,thank you for choosing to stay at hyatt house during your recent trip to seattle and for taking the time to share your experience on tripadvisor. we value the feedback from our guests and are always striving to improve our guests stay. please let us know when you return as wed love to welcome you back as our guest.sarah junge",brilliant in all aspects
